"","id","title","cited_by_count","publication_date","source_display_name","type"
"1","https://openalex.org/W2166214412","Ancient Admixture in Human History",2698,2012-09-08,"Genetics","article"
"2","https://openalex.org/W2504121104","Genomic insights into the origin of farming in the ancient Near East",931,2016-07-25,"Nature","article"
"3","https://openalex.org/W2949385499","The genomic history of southeastern Europe",667,2018-02-21,"Nature","article"
"4","https://openalex.org/W2982348757","Genomic architecture and introgression shape a butterfly radiation",524,2019-10-31,"Science","article"
"5","https://openalex.org/W2871523635","The prehistoric peopling of Southeast Asia",487,2018-07-05,"Science","article"
"6","https://openalex.org/W2801666179","The first horse herders and the impact of early Bronze Age steppe expansions into Asia",402,2018-05-09,"Science","article"
"7","https://openalex.org/W2897031614","The population history of northeastern Siberia since the Pleistocene",345,2019-06-05,"Nature","article"
"8","https://openalex.org/W3097237895","High-depth African genomes inform human migration and health",304,2020-10-28,"Nature","article"
"9","https://openalex.org/W2948468078","Palaeo-Eskimo genetic ancestry and the peopling of Chukotka and North America",234,2019-06-01,"Nature","article"
"10","https://openalex.org/W2791986603","Language continuity despite population replacement in Remote Oceania",228,2018-02-26,"Nature Ecology & Evolution","article"
"11","https://openalex.org/W2763004018","40,000-Year-Old Individual from Asia Provides Insight into Early Population Structure in Eurasia",226,2017-10-01,"Current Biology","article"
"12","https://openalex.org/W2814801426","Ancient goat genomes reveal mosaic domestication in the Fertile Crescent",198,2018-07-05,"Science","article"
"13","https://openalex.org/W3138265706","Multiple migrations to the Philippines during the last 50,000 years",176,2021-03-22,"Proceedings of the National Academy of Sciences","article"
"14","https://openalex.org/W2897736354","Interspecific Gene Flow Shaped the Evolution of the Genus Canis",151,2018-10-18,"Current Biology","article"
"15","https://openalex.org/W2889801973","Genes reveal traces of common recent demographic history for most of the Uralic-speaking populations",149,2018-09-21,"Genome biology","article"
"16","https://openalex.org/W4213456315","Ancient DNA and deep population structure in sub-Saharan African foragers",142,2022-02-23,"Nature","article"
"17","https://openalex.org/W2788231402","Origins and genetic legacies of the Caribbean Taino",121,2018-02-20,"Proceedings of the National Academy of Sciences","article"
"18","https://openalex.org/W2952042040","The origins and adaptation of European potatoes reconstructed from historical genomes",121,2019-06-24,"Nature Ecology & Evolution","article"
"19","https://openalex.org/W2946906865","Late Jomon male and female genome sequences from the Funadomari site in Hokkaido, Japan",116,2019-01-01,"Anthropological Science","article"
"20","https://openalex.org/W4283750033","Grey wolf genomic history reveals a dual ancestry of dogs",115,2022-06-29,"Nature","article"
"21","https://openalex.org/W3019171991","Extensive Ethnolinguistic Diversity in Vietnam Reflects Multiple Sources of Genetic Diversity",98,2020-04-12,"Molecular Biology and Evolution","article"
"22","https://openalex.org/W3139311264","Archaeogenomic distinctiveness of the Isthmo-Colombian area",91,2021-03-23,"Cell","article"
"23","https://openalex.org/W3216038026","<i>f</i>‐Statistics estimation and admixture graph construction with Pool‐Seq or allele count data using the R package <i>poolfstat</i>",84,2021-11-27,"Molecular Ecology Resources","article"
"24","https://openalex.org/W2924502569","Dissecting the Pre-Columbian Genomic Ancestry of Native Americans along the Andes–Amazonia Divide",83,2019-03-19,"Molecular Biology and Evolution","article"
"25","https://openalex.org/W3169416980","Herded and hunted goat genomes from the dawn of domestication in the Zagros Mountains",82,2021-06-07,"Proceedings of the National Academy of Sciences","article"
"26","https://openalex.org/W2585558077","admixturegraph: an R package for admixture graph manipulation and fitting",80,2017-01-30,"Bioinformatics","article"
"27","https://openalex.org/W2794635543","The Genomic Formation of South and Central Asia",80,2018-03-31,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"28","https://openalex.org/W2998792143","Genomic insight into the origins and dispersal of the Brazilian coastal natives",78,2020-01-13,"Proceedings of the National Academy of Sciences","article"
"29","https://openalex.org/W3154785933","Environmental genomics of Late Pleistocene black bears and giant short-faced bears",70,2021-04-20,"Current Biology","article"
"30","https://openalex.org/W3190402820","Papua New Guinean Genomes Reveal the Complex Settlement of North Sahul",68,2021-08-11,"Molecular Biology and Evolution","article"
"31","https://openalex.org/W4206818832","Extensive ethnolinguistic diversity at the crossroads of North China and South Siberia reflects multiple sources of genetic diversity",64,2022-01-09,"Journal of Systematics and Evolution","article"
"32","https://openalex.org/W4283726852","Genomic Insights Into the Demographic History of the Southern Chinese",61,2022-06-30,"Frontiers in Ecology and Evolution","article"
"33","https://openalex.org/W2952116276","Population Turnover in Remote Oceania Shortly After Initial Settlement",59,2018-02-19,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"34","https://openalex.org/W4379390104","The genetic history of the Southern Andes from present-day Mapuche ancestry",56,2023-06-05,"Current Biology","article"
"35","https://openalex.org/W2613592827","The Genomic History Of Southeastern Europe",56,2017-05-09,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"36","https://openalex.org/W2942615264","Genomic analysis on pygmy hog reveals extensive interbreeding during wild boar expansion",53,2019-04-30,"Nature Communications","article"
"37","https://openalex.org/W2993826846","Population history and genetic adaptation of the Fulani nomads: inferences from genome-wide data and the lactase persistence trait",53,2019-12-01,"BMC Genomics","article"
"38","https://openalex.org/W4295083812","The genomic history and global expansion of domestic donkeys",51,2022-09-08,"Science","article"
"39","https://openalex.org/W2953010927","The genetic legacy of continental scale admixture in Indian Austroasiatic speakers",48,2019-03-07,"Scientific Reports","article"
"40","https://openalex.org/W3046252846","Ancient genomes in South Patagonia reveal population movements associated with technological shifts and geography",47,2020-08-03,"Nature Communications","article"
"41","https://openalex.org/W4311961946","Interpreting mismatches between linguistic and genetic patterns among speakers of Tanimuka (Eastern Tukanoan) and Yukuna (Arawakan)",45,2022-12-09,"Interface Focus","article"
"42","https://openalex.org/W3032565533","A genetic history of the pre-contact Caribbean",43,2020-06-01,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"43","https://openalex.org/W4379769074","Northwest African Neolithic initiated by migrants from Iberia and Levant",41,2023-06-07,"Nature","article"
"44","https://openalex.org/W3093292550","Three Phases of Ancient Migration Shaped the Ancestry of Human Populations in Vanuatu",41,2020-10-15,"Current Biology","article"
"45","https://openalex.org/W3154273333","Early Alpine occupation backdates westward human migration in Late Glacial Europe",37,2021-04-21,"Current Biology","article"
"46","https://openalex.org/W3096264026","Exome Sequencing of Native Populations From the Amazon Reveals Patterns on the Peopling of South America",35,2020-10-29,"Frontiers in Genetics","article"
"47","https://openalex.org/W4225554954","Genetics and Material Culture Support Repeated Expansions into Paleolithic Eurasia from a Population Hub Out of Africa",33,2022-03-29,"Genome Biology and Evolution","article"
"48","https://openalex.org/W4245398289","The Genomic Formation of Human Populations in East Asia",33,2020-03-25,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"49","https://openalex.org/W4212824516","Indian genetic heritage in Southeast Asian populations",31,2022-02-17,"PLoS Genetics","article"
"50","https://openalex.org/W4385700448","Genetic continuity, isolation, and gene flow in Stone Age Central and Eastern Europe",29,2023-08-09,"Communications Biology","article"
"51","https://openalex.org/W3175336776","Genomic Insights Into the Admixture History of Mongolic- and Tungusic-Speaking Populations From Southwestern East Asia",29,2021-06-22,"Frontiers in Genetics","article"
"52","https://openalex.org/W4220948723","Genomic Insights Into the Population History and Biological Adaptation of Southwestern Chinese Hmong–Mien People",27,2022-01-03,"Frontiers in Genetics","article"
"53","https://openalex.org/W3013749175","The Origin and Composition of Korean Ethnicity Analyzed by Ancient and Present-Day Genome Sequences",26,2020-03-23,"Genome Biology and Evolution","article"
"54","https://openalex.org/W4316814335","Re-evaluating Homoploid Reticulate Evolution in <i>Helianthus</i> Sunflowers",23,2023-01-17,"Molecular Biology and Evolution","article"
"55","https://openalex.org/W3213161623","Genomic history and forensic characteristics of Sherpa highlanders on the Tibetan Plateau inferred from high-resolution InDel panel and genome-wide SNPs",23,2021-11-18,"Forensic Science International Genetics","article"
"56","https://openalex.org/W3037913356","Recent Common Origin, Reduced Population Size, and Marked Admixture Have Shaped European Roma Genomes",23,2020-06-18,"Molecular Biology and Evolution","article"
"57","https://openalex.org/W3092096899","Testing sex-biased admixture origin of macaque species using autosomal and X-chromosomal genomic sequences",23,2020-10-09,"Genome Biology and Evolution","article"
"58","https://openalex.org/W3092556512","The genomic formation of First American ancestors in East and Northeast Asia",23,2020-10-12,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"59","https://openalex.org/W4283784074","Warthog Genomes Resolve an Evolutionary Conundrum and Reveal Introgression of Disease Resistance Genes",21,2022-07-01,"Molecular Biology and Evolution","article"
"60","https://openalex.org/W2931962955","Ancestry-Specific Analyses Reveal Differential Demographic Histories and Opposite Selective Pressures in Modern South Asian Populations",21,2019-02-19,"Molecular Biology and Evolution","article"
"61","https://openalex.org/W2769352072","Paleo-Eskimo genetic legacy across North America",19,2017-10-13,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"62","https://openalex.org/W4376129026","Demographic history and genetic structure in pre-Hispanic Central Mexico",17,2023-05-11,"Science","article"
"63","https://openalex.org/W2994738275","West Asian sources of the Eurasian component in Ethiopians: a reassessment",16,2019-12-11,"Scientific Reports","article"
"64","https://openalex.org/W4392506712","Differentiated adaptative genetic architecture and language-related demographical history in South China inferred from 619 genomes from 56 populations",15,2024-03-06,"BMC Biology","article"
"65","https://openalex.org/W4213089843","Reconstructing the genetic admixture history of Tai‐Kadai and Sinitic people: Insights from genome‐wide SNP data from South China",15,2022-02-21,"Journal of Systematics and Evolution","article"
"66","https://openalex.org/W4313242242","Ancient DNA from Protohistoric Period Cambodia indicates that South Asians admixed with local populations as early as 1st–3rd centuries CE",15,2022-12-29,"Scientific Reports","article"
"67","https://openalex.org/W3129509917","Combined Low-/High-Density Modern and Ancient Genome-Wide Data Document Genomic Admixture History of High-Altitude East Asians",15,2021-02-11,"Frontiers in Genetics","article"
"68","https://openalex.org/W4391226811","Differentiated genomic footprints suggest isolation and long-distance migration of Hmong-Mien populations",14,2024-01-25,"BMC Biology","article"
"69","https://openalex.org/W4309726403","Cultural and demic co-diffusion of Tubo Empire on Tibetan Plateau",14,2022-11-22,"iScience","article"
"70","https://openalex.org/W4405965092","High-resolution genomic history of early medieval Europe",13,2025-01-01,"Nature","article"
"71","https://openalex.org/W4388733763","Population genomics of the muskox' resilience in the near absence of genetic variation",13,2023-11-16,"Molecular Ecology","article"
"72","https://openalex.org/W3040395167","Peopling of Tibet Plateau and multiple waves of admixture of Tibetans inferred from both modern and ancient genome-wide data",13,2020-07-03,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"73","https://openalex.org/W4399035157","Ancient Sheep Genomes Reveal Four Millennia of North European Short-Tailed Sheep in the Baltic Sea Region",12,2024-05-24,"Genome Biology and Evolution","article"
"74","https://openalex.org/W4386495027","Modeling of African population history using f-statistics is biased when applying all previously proposed SNP ascertainment schemes",12,2023-09-07,"PLoS Genetics","article"
"75","https://openalex.org/W4389580309","Genetic Affinities and Adaptation of the South-West Coast Populations of India",12,2023-12-01,"Genome Biology and Evolution","article"
"76","https://openalex.org/W3202636329","Indigenous Ancestry and Admixture in the Uruguayan Population",12,2021-09-23,"Frontiers in Genetics","article"
"77","https://openalex.org/W3010970717","Genomic and dietary transitions during the Mesolithic and Early Neolithic in Sicily",12,2020-03-12,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"78","https://openalex.org/W3100085828","Genomic Insights into the Demographic History of Southern Chinese",12,2020-11-08,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"79","https://openalex.org/W2444465672","The genetic structure of the world’s first farmers",11,2016-06-16,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"80","https://openalex.org/W3160004338","Genomic Analyses Unveil Helmeted Guinea Fowl (<i>Numida meleagris</i>) Domestication in West Africa",11,2021-04-30,"Genome Biology and Evolution","article"
"81","https://openalex.org/W4386793926","Genetic Origins and Adaptive Evolution of the Deng People on the Tibetan Plateau",9,2023-09-14,"Molecular Biology and Evolution","article"
"82","https://openalex.org/W4388928526","Inference of Admixture Origins in Indigenous African Cattle",9,2023-11-23,"Molecular Biology and Evolution","article"
"83","https://openalex.org/W4362722542","Population Genomic Evidence of Adaptive Response during the Invasion History of<i>Plasmodium falciparum</i>in the Americas",8,2023-04-08,"Molecular Biology and Evolution","article"
"84","https://openalex.org/W4388631728","Paternal genomic resources from the YanHuang cohort suggested a Weakly-Differentiated Multi-source Admixture model for the formation of Han’s founding ancestral lineages",8,2023-11-13,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"85","https://openalex.org/W2970881016","Insight into the genomic history of the Near East from whole-genome sequences and genotypes of Yemenis",8,2019-08-29,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"86","https://openalex.org/W3176864104","Divergence and introgression in small apes, the genus Hylobates, revealed by reduced representation sequencing",8,2021-06-29,"Heredity","article"
"87","https://openalex.org/W4220682463","The genomic formation of Tanka people, an isolated “gypsies in water” in the coastal region of Southeast China",7,2022-03-05,"American Journal of Physical Anthropology","article"
"88","https://openalex.org/W4390964482","Genomic insights into Plasmodium vivax population structure and diversity in central Africa",6,2024-01-18,"Malaria Journal","article"
"89","https://openalex.org/W4394753479","Introgression and disruption of migration routes have shaped the genetic integrity of wildebeest populations",6,2024-04-12,"Nature Communications","article"
"90","https://openalex.org/W4400407709","Ancient genomes reveal over two thousand years of dingo population structure",6,2024-07-08,"Proceedings of the National Academy of Sciences","article"
"91","https://openalex.org/W4386929138","Genetic diversity and ancestry of the Khmuic-speaking ethnic groups in Thailand: a genome-wide perspective",6,2023-09-21,"Scientific Reports","article"
"92","https://openalex.org/W4220765454","A Genetic History of Continuity and Mobility in the Iron Age Central Mediterranean",6,2022-03-15,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"93","https://openalex.org/W2804560357","Characterizing the genetic history of admixture across inner Eurasia",6,2018-05-23,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"94","https://openalex.org/W2891322794","Revealing the impact of the Caucasus region on the genetic legacy of Romani people from genome-wide data",6,2018-09-10,"PLoS ONE","article"
"95","https://openalex.org/W3047712459","Early Alpine occupation backdates westward human migration in Late Glacial Europe",6,2020-08-10,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"96","https://openalex.org/W3170762152","<i>f</i>-statistics estimation and admixture graph construction with Pool-Seq or allele count data using the R package <i>poolfstat</i>",6,2021-05-30,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"97","https://openalex.org/W4392755572","Reconstructing the ancestral gene pool to uncover the origins and genetic links of Hmong–Mien speakers",5,2024-03-13,"BMC Biology","article"
"98","https://openalex.org/W4296151544","Ancient DNA Reveals China as a Historical Genetic Melting Pot in Tiger Evolution",5,2022-09-17,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"99","https://openalex.org/W4296554612","Genetic continuity, isolation, and gene flow in Stone Age Central and Eastern Europe",5,2022-09-12,"Research Square (Research Square)","preprint"
"100","https://openalex.org/W3107515277","Demogenomic modeling of the timing and the processes of early European farmers differentiation",5,2020-11-23,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"101","https://openalex.org/W4391381410","Inferring drift, genetic differentiation, and admixture graphs from low-depth sequencing data",4,2024-01-31,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"102","https://openalex.org/W4402001875","Gelada genomes highlight events of gene flow, hybridisation and local adaptation that track past climatic changes",4,2024-08-29,"Molecular Ecology","article"
"103","https://openalex.org/W4206937953","Genomes of the extinct Sicilian wolf reveal a complex history of isolation and admixture with ancient dogs",4,2022-01-21,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"104","https://openalex.org/W4220924054","Genetic affinities and adaptation of the South West coast populations of India",4,2022-03-16,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"105","https://openalex.org/W2990302048","Extensive ethnolinguistic diversity in Vietnam reflects multiple sources of genetic diversity",4,2019-11-28,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"106","https://openalex.org/W3113922836","Reconstructing the human genetic history of mainland Southeast Asia: insights from genome-wide data from Thailand and Laos",4,2020-12-24,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"107","https://openalex.org/W3184875225","The genomic formation of Tanka people, an isolated 'Gypsies in water' in the coastal region of Southeast China",4,2021-07-19,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"108","https://openalex.org/W3186454445","Genomic insights into the differentiated population admixture structure and demographic history of North East Asians",4,2021-07-20,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"109","https://openalex.org/W4392947979","High-resolution genomic ancestry reveals mobility in early medieval Europe",3,2024-03-19,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"110","https://openalex.org/W4393505421","Novel 4,400-year-old ancestral component in a tribe speaking a Dravidian language",3,2024-04-02,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"111","https://openalex.org/W4396575490","The European Neolithic Expansion: A Model Revealing Intense Assortative Mating and Restricted Cultural Transmission",3,2024-05-02,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"112","https://openalex.org/W4395662966","Palaeogenomic insights into the origins of early settlers on the island of Cyprus",3,2024-04-26,"Scientific Reports","article"
"113","https://openalex.org/W4382049078","Ancient Sheep Genomes reveal four Millennia of North European Short-Tailed Sheep in the Baltic Sea region",3,2023-06-26,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"114","https://openalex.org/W4309660870","Population admixtures in medaka inferred by multiple arbitrary amplicon sequencing",3,2022-11-21,"Scientific Reports","article"
"115","https://openalex.org/W2897366944","Computational Tools for Population Genomics",3,2018-01-01,"Population genomics","book-chapter"
"116","https://openalex.org/W3011245935","Interpreting &lt;em&gt;f&lt;/em&gt;-Statistics and Admixture Graphs: Theory and Examples",3,2020-03-15,NA,"preprint"
"117","https://openalex.org/W3187697718","We get by with a little help from our friends: shared adaptive variation provides a bridge to novel ecological specialists during adaptive radiation",3,2021-07-02,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"118","https://openalex.org/W4391468733","The origin, inter-subspecies hybridization and adaptation of house mice (Mus musculus)",2,2024-02-02,"Research Square (Research Square)","preprint"
"119","https://openalex.org/W4317207650","Differentiated genomic footprints and connections inferred from 440 Hmong-Mien genomes suggest their isolation and long-distance migration",2,2023-01-17,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"120","https://openalex.org/W4317717973","Modeling of African population history using<i>f</i>-statistics can be highly biased and is not addressed by previously suggested SNP ascertainment schemes",2,2023-01-22,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"121","https://openalex.org/W4384817713","Demographic history of Ryukyu islanders at the southern part of the Japanese Archipelago inferred from whole-genome resequencing data",2,2023-07-20,"Journal of Human Genetics","article"
"122","https://openalex.org/W4384818114","Geographic isolation enables recurrent pollinator shifts despite hybridisation in the Cape’s hyperdiverse heathers",2,2023-07-19,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"123","https://openalex.org/W4386067674","Reconstructing the genetic relationship between ancient and present-day Siberian populations",2,2023-08-22,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"124","https://openalex.org/W4387453793","Recurrent hybridization and gene flow shaped Norway and Siberian spruce evolutionary history over multiple glacial cycles",2,2023-10-06,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"125","https://openalex.org/W4388701063","Testing Times: Challenges in Disentangling Admixture Histories in Recent and Complex Demographies",2,2023-11-15,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"126","https://openalex.org/W4388852438","Unraveling the mitochondrial phylogenetic landscape of Thailand reveals complex admixture and demographic dynamics",2,2023-11-21,"Scientific Reports","article"
"127","https://openalex.org/W4389055395","Targeted sequencing of high-density SNPs provides an enhanced tool for forensic applications and genetic landscape exploration in Chinese Korean ethnic group",2,2023-11-27,"Human Genomics","article"
"128","https://openalex.org/W3096104046","Archaeogenomic Distinctiveness of the Isthmo-Colombian Area",2,2020-10-30,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"129","https://openalex.org/W4285247363","Methods and research progress on the origin of animal domestication",2,2022-01-01,"Biodiversity Science","article"
"130","https://openalex.org/W4306843417","Genetic admixture history and forensic characteristics of Tibeto-Burman-speaking Qiang people explored via the newly developed Y-STR panel and genome-wide SNP data",2,2022-10-19,"Frontiers in Ecology and Evolution","article"
"131","https://openalex.org/W3165832232","Population genomics of wall lizards reflects the dynamic history of the Mediterranean Basin",2,2021-05-27,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"132","https://openalex.org/W3176821035","Genomic history and forensic characteristics of Sherpa highlanders on the Tibetan Plateau inferred from high-resolution genome-wide InDels and SNPs",2,2021-06-24,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"133","https://openalex.org/W4395008689","Under the name of “Lua”: Revisiting Genetic Heterogeneity and Population Ancestry of Austroasiatic speakers in Northern Thailand Through Genomic Analysis",1,2024-04-20,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"134","https://openalex.org/W4401952985","Comparative Population Genomics of Arctic Sled Dogs Reveals a Deep and Complex History",1,2024-08-28,"Genome Biology and Evolution","article"
"135","https://openalex.org/W4313888367","The genomic diversity of Taiwanese Austronesian groups: implications for the ‘Into and Out of Taiwan’ models",1,2023-01-09,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"136","https://openalex.org/W4382196638","Anthropogenic hybridization and its influence on the adaptive potential of the Sardinian wild boar (Sus scrofa meridionalis)",1,2023-06-27,"Journal of Applied Genetics","article"
"137","https://openalex.org/W4318541557","Admixture-introduced complex landscape of genetic diversity contributed to the extensive Southwestern Chinese ethnolinguistic diversity",1,2023-01-30,"Research Square (Research Square)","preprint"
"138","https://openalex.org/W4386471428","Serial colonization shapes genetic variation and defines conservation units in Asian elephants",1,2023-09-06,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"139","https://openalex.org/W4387128513","The origin, divergence and inter-subspecies hybridization of house mice (<i>Mus musculus</i>)",1,2023-09-28,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"140","https://openalex.org/W4387229876","Ancient genomes illuminate Eastern Arabian population history and adaptation against malaria",1,2023-10-01,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"141","https://openalex.org/W3031999931","Sex-biased migration and admixture in macaque species revealed by comparison between autosomal and X-chromosomal genomic sequences",1,2020-05-28,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"142","https://openalex.org/W4283755684","Genomic evidence for ancient migration routes along South America’s Atlantic coast",1,2022-06-30,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"143","https://openalex.org/W4286423762","Genetic affinities and sub-structuring in Coorg population of Southern India",1,2022-07-21,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"144","https://openalex.org/W4306321672","Re-evaluating homoploid reticulate evolution in the annual sunflowers",1,2022-10-15,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"145","https://openalex.org/W4307999480","Genetic structure and demographic history of Northern Han people in Liaoning Province inferred from genome-wide array data",1,2022-11-03,"Frontiers in Ecology and Evolution","article"
"146","https://openalex.org/W3176382427","New insights from the combined discrimination of modern/ancient genome-wide shared alleles and haplotypes: Differentiated demographic history reconstruction of Tai-Kadai and Sinitic people in South China",1,2021-06-22,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"147","https://openalex.org/W3217621296","Genomic insights into the recent population history of Mapuche Native Americans",1,2021-11-29,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"148","https://openalex.org/W4406022224","A reduction in effective population size has not relaxed purifying selection in the human population of Eivissa (Balearic Islands)",0,2025-01-03,"Scientific Reports","article"
"149","https://openalex.org/W4401841041","BaTwa populations from Zambia retain ancestry of past hunter-gatherer groups",0,2024-08-24,"Nature Communications","article"
"150","https://openalex.org/W4385263621","A genomic exploration of the possible de-extirpation of the Zanzibar leopard",0,2023-07-26,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"151","https://openalex.org/W4387233006","Genome analysis of the Jomon dogs reveals the oldest domestic dog lineage in Eastern Eurasia",0,2023-10-01,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"152","https://openalex.org/W4387538352","The complex genetic landscape of southwestern Chinese populations contributed to their extensive ethnolinguistic diversity",0,2023-10-11,"Frontiers in Ecology and Evolution","article"
"153","https://openalex.org/W3121278018","Applying &lt;em&gt;f&lt;sub&gt;4&lt;/sub&gt;&lt;/em&gt;-Statistics and Admixture Graphs: Theory and Examples",0,2020-05-08,NA,"preprint"
"154","https://openalex.org/W4214828964","Assessing temporal and geographic contacts across the Adriatic Sea through the analysis of genome-wide data from Southern Italy",0,2022-03-01,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"155","https://openalex.org/W4224077069","Genetic admixture history and forensic characteristics of Tibeto-Burman-speaking Qiang people explored via the newly developed Y-STR panel and genome-wide SNP data",0,2022-04-15,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"156","https://openalex.org/W4283159154","Demographic history and genetic structure in pre-Hispanic Central Mexico",0,2022-06-20,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"157","https://openalex.org/W4283788963","Reconstructing the genetic history of Kra-Dai speakers from Thailand",0,2022-07-02,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"158","https://openalex.org/W4292836112","Goat ancient DNA analysis unveils a new lineage that may have hybridized with domestic goats",0,2022-08-23,"Peer Community In Genomics","article"
"159","https://openalex.org/W4308101899","Population genomic evidence of adaptive response during the invasion history of<i>Plasmodium falciparum</i>in the Americas",0,2022-11-01,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"160","https://openalex.org/W4310352423","Multiple sources of genetic diversity contributed to the extensive ethnolinguistic diversity in Southwest China",0,2022-11-29,"Research Square (Research Square)","preprint"
"161","https://openalex.org/W3119114008","Significant East Asian affinity of Chinese Hui genomic structure suggesting their predominant cultural diffusion model in the genetic formation process",0,2021-01-14,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"162","https://openalex.org/W3207677902","Genomic insights into the population history and biological adaptation of Southwestern Chinese Hmong-Mien people",0,2021-10-16,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
"163","https://openalex.org/W3213847432","The Genomic Prehistory of the Indigenous People of Uruguay",0,2021-11-16,"bioRxiv (Cold Spring Harbor Laboratory)","preprint"
